统计年度,省,市,县,建筑编码,建筑名称,地址,竣工年度,建筑类型,建筑功能,层数,建筑面积,电,煤炭,天然气,液化石油气,人工煤气,供热量,制冷量
2015,220000,220200,220211,220211000000120128,玻璃小区8号楼,阿什街西侧,1994,1,,5,3401,12354,0,0,0,0,24568,0
2015,220000,220200,220211,220211000000120129,玻璃小区7号楼,阿什街西侧,1993,1,,5,3401,68794,0,0,0,0,45616,0
2015,220000,220200,220211,220211000000120130,玻璃小区6号楼,阿什街西侧,1992,1,,5,3298,25468,0,0,0,0,87254,0
2015,220000,220200,220211,220211000000120131,玻璃小区5号楼,阿什街西侧,1990,1,,5,3298,12387,0,0,0,0,21264,0
2015,220000,220200,220211,220211000000120132,盈胜三千院2号楼,小河北石井沟村,2013,1,,6,3197,94564,0,0,0,0,45687,0
2015,220000,220200,220211,220211000000120133,盈胜三千院3号楼,小河北石井沟村,2013,1,,6,3141,12354,0,0,0,0,1568,0
2015,220000,220200,220211,220211000000120134,盈胜三千院4号楼,小河北石井沟村,2013,1,,6,3615,95464,0,0,0,0,24568,0
2015,220000,220200,220211,220211000000120135,盈胜三千院5号楼,小河北石井沟村,2013,1,,6,3039,12387,0,0,0,0,24564,0
2015,220000,220200,220211,220211000000120136,盈胜三千院6号楼,小河北石井沟村,2013,1,,6,3399,95486,0,0,0,0,95468,0
2015,220000,220200,220211,220211000000120137,盈胜三千院7号楼,小河北石井沟村,2013,1,,6,3576,24568,0,0,0,0,25468,0
2015,220000,220200,220211,220211000000120138,盈胜三千院8号楼,小河北石井沟村,2013,1,,6,3677,12387,0,0,0,0,16349,0
2015,220000,220200,220211,220211000000120139,盈胜三千院10号楼,小河北石井沟村,2013,1,,6,3010,46546,0,0,0,0,24568,0
2015,220000,220200,220211,220211000000120140,盈胜三千院11号楼,小河北石井沟村,2013,1,,5,4493,25468,0,0,0,0,87654,0
2015,220000,220200,220211,220211000000120141,盈胜三千院14号楼,小河北石井沟村,2013,1,,6,4495,123465,0,0,0,0,13654,0
2015,220000,220200,220211,220211000000120142,盈胜三千院16号楼,小河北石井沟村,2013,1,,6,3477,65487,0,0,0,0,95468,0
2015,220000,220200,220211,220211000000120143,石_馨苑B7,联油路西侧,2013,1,,6,2797,25464,0,0,0,0,25468,0
2015,220000,220200,220211,220211000000120144,石_馨苑C1,校北胡同北侧,2013,1,,6,4781,126876,0,0,0,0,12387,0
2015,220000,220200,220211,220211000000120145,石_馨苑C2,校北胡同北侧,2013,1,,6,4787,68446,0,0,0,0,456213,0
2015,220000,220200,220211,220211000000120146,石_馨苑C3,校北胡同北侧,2013,1,,6,4096,213876,0,0,0,0,35431,0
2015,220000,220200,220211,220211000000120147,石_馨苑C4,校北胡同北侧,2013,1,,6,3817,87645,0,0,0,0,6543,0
2015,220000,220200,220211,220211000000120148,石_馨苑C5,校北胡同北侧,2013,1,,6,4671,24648,0,0,0,0,53421,0
2015,220000,220200,220211,220211000000120149,石_馨苑C6,校北胡同北侧,2013,1,,6,4706,21354,0,0,0,0,24564,0
2015,220000,220200,220211,220211000000120150,石_馨苑C7,校北胡同北侧,2013,1,,6,2772,64568,0,0,0,0,21354,0
2015,220000,220200,220211,220211000000120151,石_馨苑C8,校北胡同北侧,2013,1,,6,2535,24584,0,0,0,0,98765,0
2015,220000,220200,220211,220211000000120152,石_馨苑C9,校北胡同北侧,2013,1,,6,3942,21374,0,0,0,0,12346,0
2015,220000,220200,220211,220211000000120153,石_馨苑C10,校北胡同北侧,2013,1,,6,4576,68745,0,0,0,0,12345,0
2015,220000,220200,220211,220211000000120154,油厂3号楼,联油路东侧,1984,1,,5,3591,24568,0,0,0,0,98754,0
2015,220000,220200,220211,220211000000120155,油厂4号楼,联油路东侧,1975,1,,4,3500,213456,0,0,0,0,24567,0
2015,220000,220200,220211,220211000000120156,油厂5号楼,联油路西侧,1980,1,,5,3342,24568,0,0,0,0,12387,0
2015,220000,220200,220211,220211000000120157,油厂6号楼,联油路西侧,1982,1,,6,4123,46876,0,0,0,0,94564,0
2015,220000,220200,220211,220211000000120158,油厂7号楼,联油路西侧,1986,1,,6,4248,123874,0,0,0,0,21354,0
2015,220000,220200,220211,220211000000120159,油厂8号楼,联油路西侧,1987,1,,6,4336,98546,0,0,0,0,94568,0
2015,220000,220200,220211,220211000000120160,联化5号楼,联油路西侧,1992,1,,5,2250,245687,0,0,0,0,25468,0
2015,220000,220200,220211,220211000000120161,丰电中学住宅15#,河南社区园林路,1983,1,,5,3017,21387,0,0,0,0,25468,0
2015,220000,220200,220211,220211000000120162,丰电中学住宅16#,河南社区园林路,1984,1,,5,3017,68765,0,0,0,0,87654,0
2015,220000,220200,220211,220211000000120163,丰电中学住宅17#,河南社区园林路,1984,1,,5,3017,12387,0,0,0,0,12387,0
2015,220000,220200,220211,220211000000120164,丰电中学住宅18#,河南社区园林路,1985,1,,5,3017,95467,0,0,0,0,95464,0
2015,220000,220200,220211,220211000000120165,丰电中学住宅29#,河南社区园林路,1993,1,,6,4824,87654,0,0,0,0,12374,0
2015,220000,220200,220211,220211000000120166,丰电中学住宅0#（青年）,河南社区园林路,1989,1,,6,3509,21387,0,0,0,0,312456,0
2015,220000,220200,220211,220211000000120167,吉林省科研养蜂所住宅4#,河南社区园林路,2009,1,,4,1572,98465,0,0,0,0,21354,0
2015,220000,220200,220211,220211000000120168,吉林省科研养蜂所住宅5#,河南社区园林路,2009,1,,5,1512,138456,0,0,0,0,72416,0
2015,220000,220200,220211,220211000000120169,丰满区地税楼,河南社区赤峰街,1999,1,,5,814,23876,0,0,0,0,213794,0
2015,220000,220200,220211,220211000000120170,丰满区国税楼,河南社区赤峰街杏园胡同,1988,1,,5,711,12387,0,0,0,0,12354,0
2015,220000,220200,220211,220211000000120171,丰满区农行楼,河南社区园林路,1996,1,,6,2192,28756,0,0,0,0,987645,0
2015,220000,220200,220211,220211000000120172,赤峰街8#,河南社区赤峰街,2003,1,,5,2348,13687,0,0,0,0,2134,0
2015,220000,220200,220211,220211000000120173,丰满区丰满街道,河南社区赤峰街,2003,1,,6,2400,13687,0,0,0,0,987465,0
2015,220000,220200,220211,220211000000120174,丰满区地税所,河南社区赤峰街,1999,1,,5,686,2484,0,0,0,0,12346,0
2015,220000,220200,220211,220211000000120175,银行住宅1#,丰满街南侧,1990,1,,6,1150,19876,0,0,0,0,8754,0
2015,220000,220200,220211,220211000000120176,丰电10#,丰满街,1986,1,,4,1899,13764,0,0,0,0,21346,0
2015,220000,220200,220211,220211000000120177,丰电11#,丰满街,1987,1,,4,2857,12456,0,0,0,0,89745,0
2015,220000,220200,220211,220211000000120178,丰电12#,丰满街,1979,1,,5,1835,8794,0,0,0,0,76556,0
2015,220000,220200,220211,220211000000120179,丰电13#,丰满街,1977,1,,4,1296,287641,0,0,0,0,48764,0
2015,220000,220200,220211,220211000000120180,丰电19#,丰满街,1987,1,,4,2518,234896,0,0,0,0,45679,0
2015,220000,220200,220211,220211000000120181,丰电20#,丰满街,1987,1,,5,2374,27645,0,0,0,0,95466,0
2015,220000,220200,220211,220211000000120182,丰电21#,丰满街,1987,1,,5,1979,13876,0,0,0,0,54674,0
2015,220000,220200,220211,220211000000120183,丰电22#,丰满街,1988,1,,5,3300,123786,0,0,0,0,87049,0
2015,220000,220200,220211,220211000000120184,丰电23#,丰满街,1989,1,,5,3496,27864,0,0,0,0,87945,0
2015,220000,220200,220211,220211000000120185,丰电25#,丰满街,1991,1,,4,3350,453123,0,0,0,0,54687,0
2015,220000,220200,220211,220211000000120186,丰电35#,丰满街,1995,1,,6,6363,94654,0,0,0,0,21637,0
2015,220000,220200,220211,220211000000120187,丰电36#,丰满街,1996,1,,5,3262,87654,0,0,0,0,10674,0
2015,220000,220200,220211,220211000000120188,丰电37#,丰满街,1996,1,,5,3262,287645,0,0,0,0,96740,0
2015,220000,220200,220211,220211000000120189,白山1#,丰满街,1996,1,,6,3672,21387,0,0,0,0,87054,0
2015,220000,220200,220211,220211000000120190,白山2#,丰满街,1998,1,,5,3672,56456,0,0,0,0,87040,0
2015,220000,220200,220211,220211000000120191,技校7#,丰满街,1996,1,,6,5221,28746,0,0,0,0,89964,0
2015,220000,220200,220211,220211000000120192,技校8#（2栋）,丰满街,1996,1,,5,4360,13287,0,0,0,0,98704,0
2015,220000,220200,220211,220211000000120193,松疗2#,丰满街,1990,1,,6,3400,12383,0,0,0,0,10870,0
2015,220000,220200,220211,220211000000120194,松疗3#,丰满街,1994,1,,6,3000,73548,0,0,0,0,98404,0
2015,220000,220200,220211,220211000000120195,技校女生宿舍,东环路2号,1989,1,,5,2462,28438,0,0,0,0,87094,0
2015,220000,220200,220211,220211000000120196,吉钢小区A#,景山路荣南胡同,1999,1,,5,4633,132876,0,0,0,0,97049,0
2015,220000,220200,220211,220211000000120197,吉钢小区8-1#,景山路荣南胡同,1986,1,,6,3989,89456,0,0,0,0,54974,0
2015,220000,220200,220211,220211000000120198,幸福里小区1#,景山路18号,1999,1,,6,4913,27646,0,0,0,0,80740,0
2015,220000,220200,220211,220211000000120199,幸福里小区2#,景山路18号,1999,1,,6,4929,24568,0,0,0,0,97804,0
2015,220000,220200,220211,220211000000120200,幸福里小区3#,景山路18号,1999,1,,6,4281,156387,0,0,0,0,97405,0
2015,220000,220200,220211,220211000000120201,幸福里小区4#,景山路18号,1999,1,,6,3377,23784,0,0,0,0,98704,0
2015,220000,220200,220211,220211000000120202,幸福里小区5#,景山路18号,1999,1,,6,3494,87954,0,0,0,0,98750,0
2015,220000,220200,220211,220211000000120203,幸福里小区6#,景山路18号,1999,1,,6,5415,21657,0,0,0,0,95406,0
2015,220000,220200,220211,220211000000120204,幸福里小区7#,景山路18号,1999,1,,6,5471,24987,0,0,0,0,98755,0
2015,220000,220200,220211,220211000000120205,幸福里小区8#,景山路18号,1999,1,,6,4384,654287,0,0,0,0,87634,0
2015,220000,220200,220211,220211000000120206,幸福里小区9#,景山路18号,1999,1,,6,4599,138764,0,0,0,0,24564,0
2015,220000,220200,220211,220211000000120207,地质家园2#,吉丰东路226号,2002,1,,6,4410,13876,0,0,0,0,2546,0
2015,220000,220200,220211,220211000000120208,地质家园4#,吉丰东路226号,2003,1,,6,2440,13547,0,0,0,0,8646,0
2015,220000,220200,220211,220211000000120209,地质家园6#,吉丰东路226号,2009,1,,6,6484,654687,0,0,0,0,13464,0
2015,220000,220200,220211,220211000000120210,地质家园7#,吉丰东路226号,2009,1,,6,6171,254687,0,0,0,0,254612,0
2015,220000,220200,220211,220211000000120211,地质家园8#,吉丰东路226号,2009,1,,6,3146,254126,0,0,0,0,2481,0
2015,220000,220200,220211,220211000000120212,远大实业家属楼,吉桦路丰迪食品旁,1991,1,,5,2412,89734,0,0,0,0,3459,0
2015,220000,220200,220211,220211000000130001,朝阳花园B区,宜山路朝阳花园院内,2005,1,,7,19491,245684,0,0,0,0,2456,0
2015,220000,220200,220211,220211000000130002,朝阳花园A高,宜山路朝阳花园院内,2008,1,,16,11000,245687,0,0,0,0,12387,0
2015,220000,220200,220211,220211000000130003,朝阳花园C高,南山街,2011,1,,25,12594,213549,0,0,0,0,21354,0
2015,220000,220200,220211,220211000000130004,紫御东郡C区19#,华山路,2007,1,,33,47863,987549,0,0,0,0,987287,0
2015,220000,220200,220211,220211000000130005,紫御东郡C区23#,华山路,2007,1,,33,47863,245967,0,0,0,0,12373,0
2015,220000,220200,220211,220211000000130006,紫御东郡C区20#,华山路,2007,1,,29,63104,3549723,0,0,0,0,24684,0
2015,220000,220200,220211,220211000000130007,紫御东郡C区21#,华山路,2007,1,,29,63104,258469,0,0,0,0,13734,0
2015,220000,220200,220211,220211000000130008,紫御东郡C区22#,华山路,2007,1,,29,63104,984698,0,0,0,0,13496,0
2015,220000,220200,220211,220211000000130009,紫御东郡B区1#,滨江东路,2009,1,,32,20768,254687,0,0,0,0,987543,0
2015,220000,220200,220211,220211000000130010,紫御东郡B区2#,滨江东路,2009,1,,31,25277,1946348,0,0,0,0,63874,0
2015,220000,220200,220211,220211000000130011,紫御东郡B区3#,滨江东路,2009,1,,30,19554,276754,0,0,0,0,27864,0
2015,220000,220200,220211,220211000000130012,紫御东郡B区5#,滨江东路,2009,1,,29,18995,1598736,0,0,0,0,16876,0
2015,220000,220200,220211,220211000000130013,紫御东郡B区6#,滨江东路,2009,1,,28,18264,348634,0,0,0,0,65467,0
2015,220000,220200,220211,220211000000130014,紫御东郡B区7#,华山路,2009,1,,33,95336,987546,0,0,0,0,24567,0
2015,220000,220200,220211,220211000000130015,紫御东郡B区8#,华山路,2009,1,,33,95336,286746,0,0,0,0,27654,0
2015,220000,220200,220211,220211000000130016,紫御东郡B区9#,华山路,2009,1,,33,95336,1234568,0,0,0,0,193654,0
2015,220000,220200,220211,220211000000130017,紫御东郡B区10#,华山路,2009,1,,33,95336,4597436,0,0,0,0,28764,0
2015,220000,220200,220211,220211000000130018,紫御东郡D区12#,滨江东路,2009,1,,29,19379,287654,0,0,0,0,1945,0
2015,220000,220200,220211,220211000000130019,紫御东郡D区15#,滨江东路,2009,1,,30,20096,196456,0,0,0,0,32754,0
2015,220000,220200,220211,220211000000130020,紫御东郡D区16#,滨江东路,2009,1,,31,20814,123734,0,0,0,0,1945634,0
2015,220000,220200,220211,220211000000130021,紫御东郡D区17#,滨江东路,2009,1,,32,21532,287654,0,0,0,0,24567,0
2015,220000,220200,220211,220211000000130022,紫御江城A区1#,吉林大街,2011,1,,25,10759,278645,0,0,0,0,34567,0
2015,220000,220200,220211,220211000000130023,紫御江城A区2#,吉林大街,2011,1,,31,13575,196746,0,0,0,0,946453,0
2015,220000,220200,220211,220211000000130024,紫御江城A区3#,吉林大街,2011,1,,31,13511,2467645,0,0,0,0,4676,0
2015,220000,220200,220211,220211000000130025,紫御江城A区5#,吉林大街,2011,1,,16,8429,1267456,0,0,0,0,23453,0
2015,220000,220200,220211,220211000000130026,紫御江城A区6#,吉林大街,2011,1,,11,4163,245645,0,0,0,0,2786,0
2015,220000,220200,220211,220211000000130027,紫御江城A区7#,吉林大街,2011,1,,33,42564,678456,0,0,0,0,15954,0
2015,220000,220200,220211,220211000000130028,紫御江城A区8#,吉林大街,2011,1,,33,42564,127864,0,0,0,0,67845,0
2015,220000,220200,220211,220211000000130029,伯爵盛世纪,吉林大街135号,2013,1,,29,42973,196876,0,0,0,0,987645,0
2015,220000,220200,220211,220211000000130030,多伦多花园64#,华山路2333号,2010,1,,27,21839,245676,0,0,0,0,28766,0
2015,220000,220200,220211,220211000000130031,多伦多花园65#,华山路2333号,2010,1,,27,21839,278676,0,0,0,0,93604,0
2015,220000,220200,220211,220211000000130032,多伦多花园66#,华山路2333号,2009,1,,12,22990,987654,0,0,0,0,98750,0
2015,220000,220200,220211,220211000000130033,多伦多花园69#,华山路2333号,2009,1,,12,22990,646874,0,0,0,0,546254,0
2015,220000,220200,220211,220211000000130034,多伦多花园72#,华山路2333号,2009,1,,12,22990,245676,0,0,0,0,9846,0
2015,220000,220200,220211,220211000000130035,多伦多花园73#,华山路2333号,2009,1,,12,22990,546746,0,0,0,0,21354,0
2015,220000,220200,220211,220211000000130036,多伦多花园67#,华山路2333号,2011,1,,22,20791,164568,0,0,0,0,12646,0
2015,220000,220200,220211,220211000000130037,多伦多花园68#,华山路2333号,2011,1,,22,20791,246874,0,0,0,0,25467,0
2015,220000,220200,220211,220211000000130038,多伦多花园70#,华山路2333号,2011,1,,22,20791,128373,0,0,0,0,25671,0
2015,220000,220200,220211,220211000000130039,多伦多花园71#,华山路2333号,2011,1,,18,12534,138456,0,0,0,0,254137,0
2015,220000,220200,220211,220211000000130040,多伦多花园74#,华山路2333号,2011,1,,18,12534,231874,0,0,0,0,21378,0
2015,220000,220200,220211,220211000000130041,中环1号楼,华山路888号,2009,1,,18,6490,46546,0,0,0,0,28743,0
2015,220000,220200,220211,220211000000130042,中环2号楼,华山路888号,2009,1,,18,6490,287456,0,0,0,0,123874,0
2015,220000,220200,220211,220211000000130043,中环3号楼,华山路888号,2009,1,,21,8132,278646,0,0,0,0,126954,0
2015,220000,220200,220211,220211000000130044,中环4号楼,华山路888号,2009,1,,30,11875,198745,0,0,0,0,27646,0
2015,220000,220200,220211,220211000000130045,中环5号楼,华山路888号,2009,1,,30,11874,254687,0,0,0,0,24564,0
2015,220000,220200,220211,220211000000130046,中环6号楼,华山路888号,2009,1,,21,7882,53487,0,0,0,0,22131,0
2015,220000,220200,220211,220211000000130047,中环7号楼,华山路888号,2009,1,,21,8179,94364,0,0,0,0,97546,0
2015,220000,220200,220211,220211000000130048,中环10号楼,华山路888号,2009,1,,21,7701,27645,0,0,0,0,25465,0
2015,220000,220200,220211,220211000000130049,中环12号楼,华山路888号,2009,1,,8,2458,8745,0,0,0,0,2767,0
2015,220000,220200,220211,220211000000130050,中环13号楼,华山路888号,2009,1,,8,2458,258764,0,0,0,0,16976,0
2015,220000,220200,220211,220211000000130051,中环18号楼,华山路888号,2009,1,,8,2458,98754,0,0,0,0,1348,0
2015,220000,220200,220211,220211000000130052,中环19号楼,华山路888号,2009,1,,8,2458,245687,0,0,0,0,3873,0
2015,220000,220200,220211,220211000000130053,中环20号楼,华山路888号,2009,1,,21,8094,78287,0,0,0,0,445642,0
2015,220000,220200,220211,220211000000130054,中环24号楼,华山路888号,2009,1,,11,4980,98745,0,0,0,0,87945,0
2015,220000,220200,220211,220211000000130055,中环31号楼,华山路888号,2009,1,,11,4980,24974,0,0,0,0,12374,0
2015,220000,220200,220211,220211000000130056,中环34号楼,华山路888号,2009,1,,8,2416,254687,0,0,0,0,974324,0
2015,220000,220200,220211,220211000000130057,中环35号楼,华山路888号,2009,1,,8,2416,68745,0,0,0,0,89754,0
2015,220000,220200,220211,220211000000130058,中环36号楼,华山路888号,2009,1,,11,4932,24564,0,0,0,0,12378,0
2015,220000,220200,220211,220211000000130059,中环42号楼,华山路888号,2009,1,,8,2416,98745,0,0,0,0,23154,0
2015,220000,220200,220211,220211000000130060,中环43号楼,华山路888号,2009,1,,8,2416,24567,0,0,0,0,98754,0
2015,220000,220200,220211,220211000000130061,中环60号楼,华山路888号,2009,1,,18,12701,245678,0,0,0,0,123857,0
2015,220000,220200,220211,220211000000130062,中环61号楼,华山路888号,2009,1,,18,6101,97543,0,0,0,0,16974,0
2015,220000,220200,220211,220211000000130063,中环62号楼,华山路888号,2009,1,,12,8223,245876,0,0,0,0,21354,0
2015,220000,220200,220211,220211000000130064,中环63号楼,华山路888号,2009,1,,12,8223,258796,0,0,0,0,987564,0
2015,220000,220200,220211,220211000000130065,中环64号楼,华山路888号,2009,1,,12,5549,87697,0,0,0,0,98754,0
2015,220000,220200,220211,220211000000130066,中环65号楼,华山路888号,2009,1,,11,5019,46978,0,0,0,0,24156,0
2015,220000,220200,220211,220211000000130067,中环66号楼,华山路888号,2009,1,,11,7436,156876,0,0,0,0,987456,0
2015,220000,220200,220211,220211000000130068,中海国际社区A期A1号楼,江南街道宜山东路515号,2014,1,,16,14552,342349,0,0,0,0,54644,0
2015,220000,220200,220211,220211000000130069,中海国际社区A期A2号楼,江南街道宜山东路515号,2014,1,,16,7510,28764,0,0,0,0,56974,0
2015,220000,220200,220211,220211000000130070,中海国际社区A期A3号楼,江南街道宜山东路515号,2014,1,,34,15283,1876725,0,0,0,0,44562,0
2015,220000,220200,220211,220211000000130071,中海国际社区A期A4号楼,江南街道宜山东路515号,2014,1,,18,16126,87524,0,0,0,0,25464,0
2015,220000,220200,220211,220211000000130072,中海国际社区A期A5号楼,江南街道宜山东路515号,2014,1,,18,16126,278974,0,0,0,0,25446,0
2015,220000,220200,220211,220211000000130073,中海国际社区A期A6号楼,江南街道宜山东路515号,2014,1,,18,10186,64564,0,0,0,0,45645,0
2015,220000,220200,220211,220211000000130074,中海国际社区A期A7号楼,江南街道宜山东路515号,2014,1,,18,8103,25468,0,0,0,0,2456,0
2015,220000,220200,220211,220211000000130075,中海国际社区A期A8号楼,江南街道宜山东路515号,2014,1,,34,15611,468645,0,0,0,0,87645,0
2015,220000,220200,220211,220211000000130076,中海国际社区A期A9号楼,江南街道宜山东路515号,2014,1,,34,13917,156468,0,0,0,0,254687,0
2015,220000,220200,220211,220211000000130077,中海国际社区A期A10号楼,江南街道宜山东路515号,2014,1,,34,15300,284654,0,0,0,0,24567,0
2015,220000,220200,220211,220211000000130078,中海国际社区A期A11号楼,江南街道宜山东路515号,2014,1,,18,8103,156484,0,0,0,0,123542,0
2015,220000,220200,220211,220211000000130079,中海国际社区A期A12号楼,江南街道宜山东路515号,2014,1,,34,14592,254649,0,0,0,0,28734,0
2015,220000,220200,220211,220211000000130080,中海国际社区A期A13号楼,江南街道宜山东路515号,2014,1,,34,13460,246874,0,0,0,0,16987,0
2015,220000,220200,220211,220211000000130081,中海国际社区A期A14号楼,江南街道宜山东路515号,2014,1,,34,15300,187464,0,0,0,0,2467,0
2015,220000,220200,220211,220211000000130082,新8号楼,长江街与长城路交汇,2000,1,,7,7272,28765,0,0,0,0,245967,0
2015,220000,220200,220211,220211000000130083,12号楼,长江街与长城路交汇,2000,1,,7,5608,145674,0,0,0,0,28752,0
2015,220000,220200,220211,220211000000130084,旧8,吉林大街长城路交汇,1994,1,,7,3507,159874,0,0,0,0,15974,0
2015,220000,220200,220211,220211000000130085,综合楼,吉林大街玉山路交汇,1997,1,,7,7400,24864,0,0,0,0,87546,0
2015,220000,220200,220211,220211000000130086,109号楼,吉林大街长城路交汇,1994,1,,7,1256,87454,0,0,0,0,97456,0
2015,220000,220200,220211,220211000000130087,101号楼,吉林大街长城路交汇,1993,1,,7,3465,258745,0,0,0,0,987546,0
2015,220000,220200,220211,220211000000130088,街坊小区5号楼,宝山路北,1996,1,,7,3807,98754,0,0,0,0,24987,0
2015,220000,220200,220211,220211000000130089,龙湾雅苑1号楼,西环江路,2009,1,,33,32227,245874,0,0,0,0,5467,0
2015,220000,220200,220211,220211000000130090,龙湾雅苑2号楼,西环江路,2009,1,,33,31582,254287,0,0,0,0,13547,0
2015,220000,220200,220211,220211000000130091,龙湾雅苑3号楼,西环江路,2009,1,,33,30442,894568,0,0,0,0,24159,0
2015,220000,220200,220211,220211000000130092,龙湾雅苑4号楼,西环江路,2012,1,,31,33942,286486,0,0,0,0,78945,0
2015,220000,220200,220211,220211000000130093,龙湾雅苑5号楼,西环江路,2009,1,,7,7664,65468,0,0,0,0,54654,0
2015,220000,220200,220211,220211000000130094,龙湾雅苑6号楼,西环江路,2007,1,,7,7654,846547,0,0,0,0,231456,0
2015,220000,220200,220211,220211000000130095,龙湾雅苑7号楼,西环江路,2007,1,,7,5223,24564,0,0,0,0,8794763,0
2015,220000,220200,220211,220211000000130096,龙湾雅苑8号楼,西环江路,2007,1,,7,4487,87654,0,0,0,0,4534,0
2015,220000,220200,220211,220211000000130097,龙湾雅苑16号楼,西环江路,2009,1,,7,4120,156876,0,0,0,0,38743,0
2015,220000,220200,220211,220211000000130098,龙湾雅苑17号楼,西环江路,2009,1,,7,5026,24687,0,0,0,0,35436,0
2015,220000,220200,220211,220211000000130099,龙湾雅苑18号楼,西环江路,2009,1,,7,5580,138787,0,0,0,0,87345,0
2015,220000,220200,220211,220211000000130100,龙湾雅苑19号楼,西环江路,2010,1,,18,12965,687546,0,0,0,0,32346,0
2015,220000,220200,220211,220211000000130101,龙湾雅苑20号楼,西环江路,2010,1,,18,12965,245687,0,0,0,0,549746,0
2015,220000,220200,220211,220211000000130102,龙湾雅苑21号楼,西环江路,2010,1,,18,13615,186567,0,0,0,0,34532,0
2015,220000,220200,220211,220211000000130103,龙湾雅苑22号楼,西环江路,2010,1,,25,19078,246874,0,0,0,0,654687,0
2015,220000,220200,220211,220211000000130104,送配电小区3号楼,林苑路,1993,1,,7,6524,167646,0,0,0,0,13786,0
2015,220000,220200,220211,220211000000130105,送配电小区4号楼,林苑路,1995,1,,7,6625,287646,0,0,0,0,98745,0
2015,220000,220200,220211,220211000000130106,送配电小区5号楼,林苑路,1998,1,,7,7820,687456,0,0,0,0,987354,0
2015,220000,220200,220211,220211000000130107,送配电小区6号楼,林苑路,1998,1,,7,7431,687546,0,0,0,0,254687,0
2015,220000,220200,220211,220211000000130108,送配电小区7号楼,林苑路,1997,1,,7,7614,287645,0,0,0,0,9754,0
2015,220000,220200,220211,220211000000130109,送配电小区8号楼,林苑路,1998,1,,7,8441,976564,0,0,0,0,35468,0
2015,220000,220200,220211,220211000000130110,送配电小区9号楼,林苑路,1998,1,,7,9575,38797,0,0,0,0,2497,0
2015,220000,220200,220211,220211000000130111,红大明珠A座,林苑路,2013,1,,32,30000,465486,0,0,0,0,9754,0
2015,220000,220200,220211,220211000000130112,红大明珠B座,林苑路,2013,1,,39,40000,246876,0,0,0,0,19676,0
2015,220000,220200,220211,220211000000130113,红大明珠c座,林苑路,2013,1,,32,30000,354346,0,0,0,0,52431,0
2015,220000,220200,220211,220211000000130114,烽火C区3号楼,林苑路,1997,1,,7,8225,287645,0,0,0,0,343213,0
2015,220000,220200,220211,220211000000130115,烽火C区4号楼,林苑路,1997,1,,7,7553,254687,0,0,0,0,87345,0
2015,220000,220200,220211,220211000000130116,烽火C区5号楼,林苑路,1997,1,,7,8109,156684,0,0,0,0,1235,0
2015,220000,220200,220211,220211000000130117,丰满区教育局教工2号楼,泰山北路,1999,1,,8,13555,287654,0,0,0,0,15678,0
2015,220000,220200,220211,220211000000130118,丰满区教育局教工3号楼,泰山北路,2000,1,,7,8675,168764,0,0,0,0,5243,0
2015,220000,220200,220211,220211000000130119,丰满区教育局教工4号楼,泰山北路,2001,1,,7,5199,287646,0,0,0,0,3734,0
2015,220000,220200,220211,220211000000130120,延庆楼,泰山北路,2000,1,,7,5460,89745,0,0,0,0,1264,0
2015,220000,220200,220211,220211000000130121,公路五处楼,泰山北路,1988,1,,7,2642,28764,0,0,0,0,25456,0
2015,220000,220200,220211,220211000000130122,税务2号楼,泰山北路,1990,1,,7,4627,185464,0,0,0,0,15656,0
2015,220000,220200,220211,220211000000130123,环保局办公楼,泰山北路,1994,1,,7,2269,28764,0,0,0,0,15648,0
2015,220000,220200,220211,220211000000130124,烽火小区A号楼,林苑路,2001,1,,7,7057,56487,0,0,0,0,87424,0
2015,220000,220200,220211,220211000000130125,烽火小区B号楼,林苑路,2001,1,,7,7777,245648,0,0,0,0,98745,0
2015,220000,220200,220211,220211000000130126,烽火小区C号楼,林苑路,2001,1,,7,8666,128765,0,0,0,0,12687,0
2015,220000,220200,220211,220211000000130127,林学院11号楼,林苑路,1999,1,,7,7079,123876,0,0,0,0,19674,0
2015,220000,220200,220211,220211000000130128,林学院19号楼,林苑路,2015,1,,7,6000,87645,0,0,0,0,20564,0
2015,220000,220200,220211,220211000000130129,冰箱二区7号楼,冰箱二区,1994,1,,7,3760,54687,0,0,0,0,87456,0
2015,220000,220200,220211,220211000000130130,冰箱二区8号楼,冰箱二区,1994,1,,7,3760,24567,0,0,0,0,87045,0
2015,220000,220200,220211,220211000000130131,玻璃小区9号楼,阿什街东侧,2000,1,,7,3946,24515,0,0,0,0,97054,0
2015,220000,220200,220211,220211000000130132,油厂9号楼,联油路东侧,1990,1,,7,4417,84658,0,0,0,0,97540,0
2015,220000,220200,220211,220211000000130133,油厂10号楼,联油路东侧,1991,1,,7,7592,42654,0,0,0,0,24564,0
2015,220000,220200,220211,220211000000130134,油厂11号楼,联油路东侧,1995,1,,7,4708,87654,0,0,0,0,87646,0
2015,220000,220200,220211,220211000000130135,油厂12号楼,联油路东侧,1996,1,,7,4800,136874,0,0,0,0,84524,0
2015,220000,220200,220211,220211000000130136,开发楼2#,丰满街南侧,1991,1,,7,2400,68745,0,0,0,0,78645,0
2015,220000,220200,220211,220211000000130137,丰电24#（2栋）,丰满街,1991,1,,7,3216,24568,0,0,0,0,213547,0
